Action,Property Type,Property Name,Property Description,Property Value Type,Property Schema Status,Property Visibility,Property Is Array,Property Value Type,String Property Value Min Length,String Property Value Max Length,Number Is Integer,Number Property Value Min,Number Property Value Max,Array Unique Items,Array Min Items,Array Max Items,Enum Values,Const Value,Property Regex,Property First Seen,Property Last Seen
,User Property,[Mutiny] Corporate website_Large,Mutiny experiment Aug. 2018 testing headline & copy edits by company size. Large = 1000+ employees,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2018-09-16,2025-06-06
,User Property,[Mutiny] Corporate website_Medium,Mutiny experiment Aug. 2018 testing headline & copy edits by company size. Medium = 50-100 employees,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2018-09-16,2025-06-07
,User Property,[Mutiny] Corporate website_Small,Mutiny experiment Aug. 2018 testing headline & copy edits by company size. Small = Less than 50 employees,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2018-09-16,2025-06-07
,User Property,[Mutiny] Corporate Website_Small,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2019-01-21,2025-06-07
IGNORE,User Property,[Mutiny] Customers Page_Online Demo Video Test,,,UNEXPECTED,VISIBLE,FALSE,,,,,,,,,,,,,2022-09-27,2025-06-06
IGNORE,User Property,[Mutiny] Dell_Dell,,,UNEXPECTED,VISIBLE,FALSE,,,,,,,,,,,,,2024-07-01,2024-07-01
IGNORE,User Property,[Mutiny] DIA (EMEA_DIA (EMEA),,,UNEXPECTED,VISIBLE,FALSE,,,,,,,,,,,,,2024-06-30,2024-07-15
,User Property,[Mutiny] Digital Analytics_A/b test new homepage #1 vs digital analytics 040122,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2022-04-01,2025-06-07
,User Property,[Mutiny] Easiest for startups_<1K EEs,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2021-03-22,2025-06-07
,User Property,[Mutiny] Email only signup (revision: 2)_Large,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2018-10-19,2025-06-06
,User Property,[Mutiny] Email only signup (revision: 2)_Medium,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2018-10-19,2025-06-07
,User Property,[Mutiny] Email only signup (revision: 2)_Small,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2018-10-19,2025-06-07
,User Property,[Mutiny] Email only signup (revision: 2)_Unidentified company size,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2018-10-19,2025-06-07
,User Property,[Mutiny] Email only signup_Large,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2018-09-27,2025-06-06
,User Property,[Mutiny] Email only signup_Medium,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2018-09-27,2025-06-07
,User Property,[Mutiny] Email only signup_Small,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2018-09-27,2025-06-07
,User Property,[Mutiny] Email only signup_Tech,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2018-09-24,2025-05-30
,User Property,[Mutiny] Email only signup_Unidentified company size,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2018-09-27,2025-06-07
,User Property,[Mutiny] Finance homepage_Financial Services (SFDC),,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2021-03-04,2025-06-07
,User Property,[Mutiny] Fintech Exit Modal on the Blog_Fintech Blog Readers,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2022-03-14,2025-06-06
IGNORE,User Property,[Mutiny] GA Questions Blog ABM_FY23 Q1 AMER ENT Land Efficient Growth ABM (Digital Transformer),,,UNEXPECTED,VISIBLE,FALSE,,,,,,,,,,,,,2023-04-14,2024-11-07
IGNORE,User Property,[Mutiny] GA Questions Blog ABM_FY23 Q1 AMER ENT Land Google Analytics ABM - All,,,UNEXPECTED,VISIBLE,FALSE,,,,,,,,,,,,,2023-04-26,2024-11-05
IGNORE,User Property,[Mutiny] GA4 FAQ Blog ABM_FY23 Q1 AMER ENT Land Efficient Growth ABM (Digital Transformer),,,UNEXPECTED,VISIBLE,FALSE,,,,,,,,,,,,,2023-05-02,2024-09-23
,User Property,[Mutiny] get-started_B2B Companies (SFDC),,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2019-06-28,2025-06-07
,User Property,[Mutiny] get-started_Consumer Tech (SFDC),,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2019-07-02,2025-06-07
,User Property,[Mutiny] get-started_E-Comm/Marketplace (SFDC),,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2019-07-01,2025-06-05
,User Property,[Mutiny] get-started_Financial Services (SFDC),,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2019-07-02,2024-10-02
,User Property,[Mutiny] get-started_Media (SFDC),,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2019-07-02,2025-06-02
IGNORE,User Property,[Mutiny] Home Depot_Home Depot,,,UNEXPECTED,VISIBLE,FALSE,,,,,,,,,,,,,2023-09-21,2023-09-26
IGNORE,User Property,[Mutiny] Homepage + All Pages_Home Depot 1:1 Page,,,UNEXPECTED,VISIBLE,FALSE,,,,,,,,,,,,,2023-07-19,2024-04-18
IGNORE,User Property,[Mutiny] Homepage + All Pages_Nike,,,UNEXPECTED,VISIBLE,FALSE,,,,,,,,,,,,,2023-07-19,2024-10-04
IGNORE,User Property,[Mutiny] Homepage + All Pages_Pinterest,,,UNEXPECTED,VISIBLE,FALSE,,,,,,,,,,,,,2023-08-24,2023-08-24
IGNORE,User Property,[Mutiny] Homepage ABM Efficient Growth (Digital Native)_FY23 Q1 AMER ENT Land Efficient Growth ABM (Digital Natives),,,UNEXPECTED,VISIBLE,FALSE,,,,,,,,,,,,,2023-03-22,2023-06-21
IGNORE,User Property,[Mutiny] Homepage ABM Efficient Growth (Digital Transformer)_FY23 Q1 AMER ENT Land Efficient Growth ABM (Digital Transformer),,,UNEXPECTED,VISIBLE,FALSE,,,,,,,,,,,,,2023-03-11,2023-07-18
IGNORE,User Property,[Mutiny] Homepage ABM_FY23 Q1 AMER ENT Land Google Analytics ABM - All,,,UNEXPECTED,VISIBLE,FALSE,,,,,,,,,,,,,2023-03-08,2025-06-02
IGNORE,User Property,[Mutiny] Homepage ABM_FY23 Q2 EMEA/APJ ENT Land Google Analytics,,,UNEXPECTED,VISIBLE,FALSE,,,,,,,,,,,,,2023-06-08,2023-06-08
IGNORE,User Property,[Mutiny] Homepage Demo CTA Tests_All Traffic,,,UNEXPECTED,VISIBLE,FALSE,,,,,,,,,,,,,2023-02-01,2025-06-06
,User Property,[Mutiny] Homepage hero banner CTA_6sense decision and purchase users,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2022-02-24,2022-04-19
,User Property,[Mutiny] Homepage hero banner CTA_SMB,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2022-01-12,2025-06-07
,User Property,[Mutiny] Homepage Hero CTA â€“ Explore Demo (vs Contact Sales)_<5000 Employees,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2022-07-21,2025-06-07
IGNORE,User Property,[Mutiny] Homepage signup CTA Test_All Traffic,,,UNEXPECTED,VISIBLE,FALSE,,,,,,,,,,,,,2023-03-08,2025-06-06
,User Property,[Mutiny] Homepage_Not SMB,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2022-01-12,2025-06-07
,User Property,[Mutiny] last experience,last Mutiny experience a user was part of,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2018-09-16,2025-06-07
,User Property,[Mutiny] Main menu CTA_SMB,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2022-01-12,2025-06-07
,User Property,[Mutiny] Media Exit Modal on the Blog_Media Readers for the Blog,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2022-03-15,2025-06-06
IGNORE,User Property,[Mutiny] Microsoft_Microsoft,,,UNEXPECTED,VISIBLE,FALSE,,,,,,,,,,,,,2023-09-29,2025-03-04
,User Property,[Mutiny] Mutiny Test_Mutiny Test,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2022-05-17,2024-10-16
,User Property,[Mutiny] Navigation CTA_6sense decision and purchase users,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2022-02-18,2025-06-07
,User Property,[Mutiny] Navigation CTA_Nav CTA for 6sense decision and purchase users,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2022-02-24,2025-06-07
IGNORE,User Property,[Mutiny] Nike (Main)_Nike,,,UNEXPECTED,VISIBLE,FALSE,,,,,,,,,,,,,2023-09-05,2023-12-13
,User Property,[Mutiny] null_20VC Visitors,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2020-07-08,2023-06-21
,User Property,[Mutiny] null_B2B Companies (SFDC),,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2019-06-27,2025-06-07
,User Property,[Mutiny] null_Consumer Tech (SFDC),,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2019-06-28,2025-06-05
,User Property,[Mutiny] null_E-Comm/Marketplace (SFDC),,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2019-06-28,2025-04-15
,User Property,[Mutiny] null_Financial Services (SFDC),,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2019-06-28,2025-06-05
,User Property,[Mutiny] null_Financials,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2021-02-10,2025-06-06
,User Property,[Mutiny] null_Get started and sales contact logos for B2B Companies (SFDC),,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2022-02-24,2025-06-07
,User Property,[Mutiny] null_Get started and sales contact logos for Consumer Tech (SFDC),,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2022-02-24,2025-06-05
,User Property,[Mutiny] null_kunal's test segment,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2019-06-19,2019-06-27
,User Property,[Mutiny] null_Media (SFDC),,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2019-06-28,2025-05-29
IGNORE,User Property,[Mutiny] null_Online Demo Video Test,,,UNEXPECTED,VISIBLE,FALSE,,,,,,,,,,,,,2022-09-27,2025-06-07
IGNORE,User Property,[Mutiny] null_Online Demo Video Test on Home Page Header,,,UNEXPECTED,VISIBLE,FALSE,,,,,,,,,,,,,2022-09-27,2025-06-06
,User Property,[Mutiny] null_SDR Landing Pages Pilot -v0.1 Segment,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2019-06-05,2025-03-15
,User Property,[Mutiny] null_Test CTA,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2019-02-05,2025-06-07
,User Property,[Mutiny] playbook vol 2_all traffic,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2018-11-29,2025-05-30
IGNORE,User Property,[Mutiny] Pricing Header Test_All Traffic,,,UNEXPECTED,VISIBLE,FALSE,,,,,,,,,,,,,2023-06-01,2023-06-01
,User Property,[Mutiny] Pricing Page - Finance _Financial Services (SFDC),,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2021-03-08,2024-12-30
IGNORE,User Property,[Mutiny] Pricing Page - Remove Subheader Teset_All Traffic,,,UNEXPECTED,VISIBLE,FALSE,,,,,,,,,,,,,2023-02-15,2023-06-21
IGNORE,User Property,[Mutiny] Product Metrics Ungated_Unicorn - Blogs - Ungated,,,UNEXPECTED,VISIBLE,FALSE,,,,,,,,,,,,,2022-12-05,2023-10-27
IGNORE,User Property,[Mutiny] Product Strategy Template_AMER ABM Targets - All,,,UNEXPECTED,VISIBLE,FALSE,,,,,,,,,,,,,2023-04-18,2023-11-28
,User Property,[Mutiny] Promoting Amplify on the blog as a side pop to repeat visitors_On 3rd or more blog visit,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2022-03-28,2025-06-06
,User Property,[Mutiny] ROI headline_Return visitors who have not converted and viewed high intent pages,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2021-03-22,2025-06-07
,User Property,[Mutiny] sales-contact_B2B Companies (SFDC),,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2019-06-28,2025-06-07
,User Property,[Mutiny] sales-contact_Consumer Tech (SFDC),,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2019-07-02,2025-06-05
,User Property,[Mutiny] sales-contact_E-Comm/Marketplace (SFDC),,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2019-07-02,2025-05-19
,User Property,[Mutiny] sales-contact_Financial Services (SFDC),,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2019-07-08,2024-07-02
,User Property,[Mutiny] sales-contact_Media (SFDC),,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2019-07-02,2024-04-23
,User Property,[Mutiny] startup pricing page_<1K EEs,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2021-03-22,2025-06-06
,User Property,[Mutiny] Test_Mutiny Test,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2022-04-07,2022-04-07
,User Property,[Mutiny] undefined_Mutiny test segment (?utm_term=mutiny-test),,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2021-02-10,2021-02-10
,User Property,[Mutiny] undefined_Test segment (?utm_term=mutiny-test),,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2021-02-09,2021-02-09
,User Property,[Mutiny] undefined_Web vs App Report 5/10/22,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2022-05-10,2025-06-03
IGNORE,User Property,[Mutiny] Unlock Product Growth ABM_FY23 Q1 AMER ENT Land Efficient Growth ABM (Digital Transformer),,,UNEXPECTED,VISIBLE,FALSE,,,,,,,,,,,,,2023-06-12,2023-06-12
IGNORE,User Property,[Mutiny] Unlock Product Growth Redirect ABM_FY23 Q1 AMER ENT Land Google Analytics ABM - All,,,UNEXPECTED,VISIBLE,FALSE,,,,,,,,,,,,,2023-05-05,2025-06-02
IGNORE,User Property,[Mutiny] Unlock Product Growth_FY23 Q1 AMER ENT Land Efficient Growth ABM (Digital Transformer),,,UNEXPECTED,VISIBLE,FALSE,,,,,,,,,,,,,2023-03-15,2023-03-15
,User Property,[Mutiny] Use cases_B2B & SaaS,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2018-11-06,2025-06-07
,User Property,[Mutiny] Use cases_Integrations,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2018-11-06,2025-06-07
,User Property,[Mutiny] Use cases_Mobile,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2018-11-06,2025-06-06
,User Property,[Mutiny] visitor_id,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2018-09-16,2025-06-07
IGNORE,User Property,[Mutiny] What is PLG_AMER ABM Targets - All,,,UNEXPECTED,VISIBLE,FALSE,,,,,,,,,,,,,2023-05-09,2025-06-02
IGNORE,User Property,$unset,,,UNEXPECTED,VISIBLE,FALSE,,,,,,,,,,,,,,
IGNORE,User Property,6sense_company_name,,,UNEXPECTED,VISIBLE,FALSE,,,,,,,,,,,,,2022-08-30,2023-09-26
,User Property,ad blocker enabled,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,,
,User Property,age,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2021-07-28,2021-08-10
,User Property,blog_to_demo_headline,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,,
,User Property,boolean prop example,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2021-10-05,2021-10-05
,User Property,browser name,,string,,VISIBLE,FALSE,string,,,,,,,,,,,,2021-01-04,2025-06-07
,User Property,browser version,,string,,VISIBLE,FALSE,string,,,,,,,,,,,,2021-01-04,2025-06-07
,User Property,clearbit_alexa_global_rank,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2019-03-14,2025-06-07
,User Property,clearbit_alexa_us_rank,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2019-03-14,2025-06-07
,User Property,clearbit_country_code,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2019-03-14,2025-06-07
,User Property,clearbit_domain,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2019-03-14,2025-06-07
,User Property,clearbit_estimated_annual_revenue,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2019-03-12,2025-06-07
,User Property,clearbit_name,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2019-03-12,2025-06-07
,User Property,clearbit_num_employees,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2019-03-12,2025-06-07
,User Property,clearbit_parent_alexa_global_rank,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2019-03-14,2025-06-06
,User Property,clearbit_parent_alexa_us_rank,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2019-03-14,2025-06-06
,User Property,clearbit_parent_country_code,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2019-03-14,2025-06-06
,User Property,clearbit_parent_domain,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2019-03-12,2025-06-06
,User Property,clearbit_parent_estimated_annual_revenue,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2019-03-14,2025-06-06
,User Property,clearbit_parent_name,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2019-03-14,2025-06-06
,User Property,clearbit_parent_num_employees,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2019-03-14,2025-06-06
,User Property,clearbit_parent_parent_domain,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2019-03-14,2025-06-06
,User Property,clearbit_parent_raised,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2019-03-14,2025-06-06
,User Property,clearbit_parent_year_founded,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2019-03-14,2025-06-06
,User Property,clearbit_raised,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2019-03-12,2025-06-07
,User Property,clearbit_year_founded,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2019-03-12,2025-06-07
,User Property,Cohort,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2021-07-22,2021-10-05
,User Property,Contact Converted From Lead,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2018-12-19,2025-06-07
,User Property,cookies enabled,,boolean,,VISIBLE,FALSE,boolean,,,,,,,,,,,,2021-01-04,2025-06-07
,User Property,Cookies Enabled,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,,
,User Property,corpsite infra,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2020-07-15,2025-06-07
,User Property,Current Lead Status,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2018-12-19,2025-06-07
,User Property,Current Opportunity Name,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2018-11-21,2025-06-07
,User Property,Current Opportunity Stage,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2018-11-21,2025-06-07
IGNORE,User Property,dclid,,,UNEXPECTED,VISIBLE,FALSE,,,,,,,,,,,,,2022-11-06,2025-04-16
,User Property,device orientation,,string,,VISIBLE,FALSE,string,,,,,,,,,,,,2021-01-04,2025-06-07
,User Property,Device Orientation,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,,
,User Property,document referrer,,string,,VISIBLE,FALSE,string,,,,,,,,,,,,2021-01-04,2025-06-07
,User Property,Document Referrer,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,,
IGNORE,User Property,document referrer.flow.source.meta,,,UNEXPECTED,VISIBLE,FALSE,,,,,,,,,,,,,2023-05-10,2023-05-10
IGNORE,User Property,document referrer.flow.strict,,,UNEXPECTED,VISIBLE,FALSE,,,,,,,,,,,,,2023-05-10,2023-05-10
,User Property,drift_experiment_a,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,,
,User Property,drift_experiment_amplify_2019_ca_promo,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2019-09-18,2025-06-07
,User Property,drift_experiment_b,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,,
,User Property,drift_experiment_blog_subscription_modal,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2019-07-24,2025-06-07
,User Property,drift_experiment_blog_to_demo_exit_intent,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2019-01-31,2025-06-07
,User Property,drift_experiment_blog_to_demo_headline,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2019-01-24,2025-06-07
,User Property,drift_experiment_get_personalized_demo,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2019-03-14,2025-06-07
,User Property,experiment: anon kudu short contact sales form,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2019-03-01,2025-06-06
,User Property,experiment: blog cta - enter demo,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2019-08-24,2025-06-06
,User Property,experiment: corp site infra exp,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2019-08-13,2025-06-07
,User Property,experiment: corp site infra exp (/* set cookie),,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2019-08-09,2025-06-06
,User Property,experiment: corp site infra exp (/* set cookie) v0.1,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2019-08-13,2025-06-06
,User Property,experiment: corp site infra exp (redirect B),,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2019-08-13,2025-05-28
,User Property,experiment: corp site infra exp (redirect C),,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2019-08-13,2025-05-27
,User Property,experiment: corp site infra exp v0.1,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2019-08-13,2025-06-07
,User Property,experiment: corp site infra experiment (redirect B),,any,,VISIBLE,FALSE,any,,,,,,,,,,,,,
,User Property,experiment: Dynamic Contact Sales,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2019-04-04,2025-06-07
