Action,Property Type,Property Name,Property Description,Property Value Type,Property Schema Status,Property Visibility,Property Is Array,Property Value Type,String Property Value Min Length,String Property Value Max Length,Number Is Integer,Number Property Value Min,Number Property Value Max,Array Unique Items,Array Min Items,Array Max Items,Enum Values,Const Value,Property Regex,Property First Seen,Property Last Seen
,User Property,experiment: Dynamic Contact Sales (local),,any,,VISIBLE,FALSE,any,,,,,,,,,,,,,
,User Property,experiment: Dynamic Contact Sales 1.1,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2019-04-09,2025-06-07
,User Property,experiment: exec friendly homepage exp (/* set cookie) v0,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2019-08-21,2025-06-07
,User Property,experiment: exec friendly homepage exp v0,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2019-08-21,2025-06-07
,User Property,experiment: Growth Engine Video Test,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2019-05-21,2025-06-07
,User Property,experiment: Home Page Redirect test,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2020-04-08,2025-06-07
,User Property,experiment: Homepage Demo CTA,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2019-02-09,2025-06-07
,User Property,experiment: Homepage Demo CTA v0.1,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2019-06-04,2025-06-07
,User Property,experiment: Latency Test,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2020-04-03,2024-08-14
,User Property,experiment: new-org-activation-form,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2021-07-21,2025-06-04
,User Property,experiment: Retain Homepage Experiment,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2020-04-09,2025-06-07
,User Property,experiment: Simplified Homepage,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2019-07-03,2025-06-07
,User Property,experiment: Simplified Homepage (local),,any,,VISIBLE,FALSE,any,,,,,,,,,,,,,
,User Property,experiment: simplified homepage v0.1,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2019-07-11,2025-06-07
,User Property,experiment: simplified homepage v0.2,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2019-07-24,2025-06-07
,User Property,experiment: simplified homepage v0.2 (local),,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2019-08-09,2024-09-30
,User Property,experimentId,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,,
IGNORE,User Property,fbclid,,,UNEXPECTED,VISIBLE,FALSE,,,,,,,,,,,,,2022-10-13,2025-06-07
IGNORE,User Property,gbraid,,,UNEXPECTED,VISIBLE,FALSE,,,,,,,,,,,,,2023-04-21,2025-06-07
,User Property,gclid,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2018-07-04,2025-06-07
,User Property,gender,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2021-07-28,2021-08-10
IGNORE,User Property,global:[Experiment] feature-exp-product-page_10292024,,,UNEXPECTED,VISIBLE,FALSE,,,,,,,,,,,,,2024-10-29,2025-06-06
IGNORE,User Property,global:[Experiment] q125-blog-conversion-drivers-sidepanel-cta,,,UNEXPECTED,VISIBLE,FALSE,,,,,,,,,,,,,2025-04-01,2025-06-06
IGNORE,User Property,global:[Experiment] q424-ai-generated-headlines-on-get-started,,,UNEXPECTED,VISIBLE,FALSE,,,,,,,,,,,,,2024-11-06,2025-06-06
IGNORE,User Property,global:[Experiment] q424-explore-demo-cta,,,UNEXPECTED,VISIBLE,FALSE,,,,,,,,,,,,,2024-09-19,2025-06-07
IGNORE,User Property,global:[Experiment] q424-request-a-demo-experiment,,,UNEXPECTED,VISIBLE,FALSE,,,,,,,,,,,,,2024-10-29,2025-06-07
IGNORE,User Property,global:[Experiment] redirect-web-experiement,,,UNEXPECTED,VISIBLE,FALSE,,,,,,,,,,,,,2024-08-20,2024-08-27
IGNORE,User Property,global:[Experiment] request-a-demo-form-cta,,,UNEXPECTED,VISIBLE,FALSE,,,,,,,,,,,,,2024-10-28,2025-06-06
IGNORE,User Property,global:[Experiment] test-experiment-page,,,UNEXPECTED,VISIBLE,FALSE,,,,,,,,,,,,,2024-08-20,2024-10-16
IGNORE,User Property,global:[Experiment] test-experiment-web-sanity-override,,,UNEXPECTED,VISIBLE,FALSE,,,,,,,,,,,,,2024-08-20,2024-08-20
IGNORE,User Property,global:[Experiment] web-ex-redir-test,,,UNEXPECTED,VISIBLE,FALSE,,,,,,,,,,,,,2024-08-20,2024-08-21
IGNORE,User Property,global:[Experiment] web-experiment-page-test,,,UNEXPECTED,VISIBLE,FALSE,,,,,,,,,,,,,2024-11-02,2025-06-06
IGNORE,User Property,global:[Experiment] xyztesting123-web-experiment,,,UNEXPECTED,VISIBLE,FALSE,,,,,,,,,,,,,2024-09-04,2024-09-04
IGNORE,User Property,global:dclid,,,UNEXPECTED,VISIBLE,FALSE,,,,,,,,,,,,,2024-03-02,2025-04-16
IGNORE,User Property,global:fbclid,,,UNEXPECTED,VISIBLE,FALSE,,,,,,,,,,,,,2024-01-24,2025-06-04
IGNORE,User Property,global:gbraid,,,UNEXPECTED,VISIBLE,FALSE,,,,,,,,,,,,,2024-01-27,2025-06-07
IGNORE,User Property,global:gclid,,,UNEXPECTED,VISIBLE,FALSE,,,,,,,,,,,,,2024-01-24,2025-06-07
IGNORE,User Property,global:initial_dclid,,,UNEXPECTED,VISIBLE,FALSE,,,,,,,,,,,,,2024-01-24,2025-06-07
IGNORE,User Property,global:initial_fbclid,,,UNEXPECTED,VISIBLE,FALSE,,,,,,,,,,,,,2024-01-24,2025-06-07
IGNORE,User Property,global:initial_gbraid,,,UNEXPECTED,VISIBLE,FALSE,,,,,,,,,,,,,2024-01-24,2025-06-07
IGNORE,User Property,global:initial_gclid,,,UNEXPECTED,VISIBLE,FALSE,,,,,,,,,,,,,2024-01-24,2025-06-07
IGNORE,User Property,global:initial_ko_click_id,,,UNEXPECTED,VISIBLE,FALSE,,,,,,,,,,,,,2024-01-24,2025-06-07
IGNORE,User Property,global:initial_li_fat_id,,,UNEXPECTED,VISIBLE,FALSE,,,,,,,,,,,,,2024-01-24,2025-06-07
IGNORE,User Property,global:initial_msclkid,,,UNEXPECTED,VISIBLE,FALSE,,,,,,,,,,,,,2024-01-24,2025-06-07
IGNORE,User Property,global:initial_referrer,,,UNEXPECTED,VISIBLE,FALSE,,,,,,,,,,,,,2024-01-24,2025-06-07
IGNORE,User Property,global:initial_referring_domain,,,UNEXPECTED,VISIBLE,FALSE,,,,,,,,,,,,,2024-01-24,2025-06-07
IGNORE,User Property,global:initial_rtd_cid,,,UNEXPECTED,VISIBLE,FALSE,,,,,,,,,,,,,2024-01-24,2025-06-07
IGNORE,User Property,global:initial_ttclid,,,UNEXPECTED,VISIBLE,FALSE,,,,,,,,,,,,,2024-01-24,2025-06-07
IGNORE,User Property,global:initial_twclid,,,UNEXPECTED,VISIBLE,FALSE,,,,,,,,,,,,,2024-01-24,2025-06-07
IGNORE,User Property,global:initial_utm_campaign,,,UNEXPECTED,VISIBLE,FALSE,,,,,,,,,,,,,2024-01-24,2025-06-07
IGNORE,User Property,global:initial_utm_content,,,UNEXPECTED,VISIBLE,FALSE,,,,,,,,,,,,,2024-01-24,2025-06-07
IGNORE,User Property,global:initial_utm_id,,,UNEXPECTED,VISIBLE,FALSE,,,,,,,,,,,,,2024-01-24,2025-06-07
IGNORE,User Property,global:initial_utm_medium,,,UNEXPECTED,VISIBLE,FALSE,,,,,,,,,,,,,2024-01-24,2025-06-07
IGNORE,User Property,global:initial_utm_source,,,UNEXPECTED,VISIBLE,FALSE,,,,,,,,,,,,,2024-01-24,2025-06-07
IGNORE,User Property,global:initial_utm_term,,,UNEXPECTED,VISIBLE,FALSE,,,,,,,,,,,,,2024-01-24,2025-06-07
IGNORE,User Property,global:initial_wbraid,,,UNEXPECTED,VISIBLE,FALSE,,,,,,,,,,,,,2024-01-24,2025-06-07
IGNORE,User Property,global:ko_click_id,,,UNEXPECTED,VISIBLE,FALSE,,,,,,,,,,,,,2025-01-29,2025-01-29
IGNORE,User Property,global:li_fat_id,,,UNEXPECTED,VISIBLE,FALSE,,,,,,,,,,,,,2024-01-25,2025-06-07
IGNORE,User Property,global:msclkid,,,UNEXPECTED,VISIBLE,FALSE,,,,,,,,,,,,,2024-02-05,2025-05-18
IGNORE,User Property,global:referrer,,,UNEXPECTED,VISIBLE,FALSE,,,,,,,,,,,,,2024-01-24,2025-06-07
IGNORE,User Property,global:referring_domain,,,UNEXPECTED,VISIBLE,FALSE,,,,,,,,,,,,,2024-01-24,2025-06-07
IGNORE,User Property,global:rtd_cid,,,UNEXPECTED,VISIBLE,FALSE,,,,,,,,,,,,,2024-11-03,2025-01-29
IGNORE,User Property,global:ttclid,,,UNEXPECTED,VISIBLE,FALSE,,,,,,,,,,,,,2024-03-31,2025-05-20
IGNORE,User Property,global:twclid,,,UNEXPECTED,VISIBLE,FALSE,,,,,,,,,,,,,2024-03-02,2025-05-19
IGNORE,User Property,global:utm_campaign,,,UNEXPECTED,VISIBLE,FALSE,,,,,,,,,,,,,2024-01-24,2025-06-07
IGNORE,User Property,global:utm_content,,,UNEXPECTED,VISIBLE,FALSE,,,,,,,,,,,,,2024-01-24,2025-06-07
IGNORE,User Property,global:utm_id,,,UNEXPECTED,VISIBLE,FALSE,,,,,,,,,,,,,2024-01-25,2025-05-30
IGNORE,User Property,global:utm_medium,,,UNEXPECTED,VISIBLE,FALSE,,,,,,,,,,,,,2024-01-24,2025-06-07
IGNORE,User Property,global:utm_source,,,UNEXPECTED,VISIBLE,FALSE,,,,,,,,,,,,,2024-01-24,2025-06-07
IGNORE,User Property,global:utm_term,,,UNEXPECTED,VISIBLE,FALSE,,,,,,,,,,,,,2024-01-24,2025-06-07
IGNORE,User Property,global:wbraid,,,UNEXPECTED,VISIBLE,FALSE,,,,,,,,,,,,,2024-01-24,2025-05-29
,User Property,has_seen_pricing,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,,
,User Property,has_viewed_pricing,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2019-04-08,2025-06-06
IGNORE,User Property,initial_dclid,,,UNEXPECTED,VISIBLE,FALSE,,,,,,,,,,,,,2022-10-05,2025-06-07
IGNORE,User Property,initial_fbclid,,,UNEXPECTED,VISIBLE,FALSE,,,,,,,,,,,,,2022-10-05,2025-06-07
IGNORE,User Property,initial_gbraid,,,UNEXPECTED,VISIBLE,FALSE,,,,,,,,,,,,,2022-10-05,2025-06-07
,User Property,initial_gclid,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2018-07-04,2025-06-07
IGNORE,User Property,initial_ko_click_id,,,UNEXPECTED,VISIBLE,FALSE,,,,,,,,,,,,,2022-10-05,2025-06-07
IGNORE,User Property,initial_li_fat_id,,,UNEXPECTED,VISIBLE,FALSE,,,,,,,,,,,,,2023-05-15,2025-06-07
IGNORE,User Property,initial_msclkid,,,UNEXPECTED,VISIBLE,FALSE,,,,,,,,,,,,,2022-10-05,2025-06-07
,User Property,initial_referrer,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2018-06-29,2025-06-07
IGNORE,User Property,initial_referrer.flow.source.meta,,,UNEXPECTED,VISIBLE,FALSE,,,,,,,,,,,,,2023-05-10,2023-05-10
IGNORE,User Property,initial_referrer.flow.strict,,,UNEXPECTED,VISIBLE,FALSE,,,,,,,,,,,,,2023-05-10,2023-05-10
IGNORE,User Property,initial_referrer.flow.value,,,UNEXPECTED,VISIBLE,FALSE,,,,,,,,,,,,,2023-05-10,2023-05-10
,User Property,initial_referring_domain,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2018-06-29,2025-06-07
IGNORE,User Property,initial_rtd_cid,,,UNEXPECTED,VISIBLE,FALSE,,,,,,,,,,,,,2023-05-15,2025-06-07
IGNORE,User Property,initial_ttclid,,,UNEXPECTED,VISIBLE,FALSE,,,,,,,,,,,,,2022-10-05,2025-06-07
IGNORE,User Property,initial_twclid,,,UNEXPECTED,VISIBLE,FALSE,,,,,,,,,,,,,2022-10-05,2025-06-07
,User Property,initial_utm_campaign,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2018-06-30,2025-06-07
,User Property,initial_utm_content,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2018-07-04,2025-06-07
IGNORE,User Property,initial_utm_id,,,UNEXPECTED,VISIBLE,FALSE,,,,,,,,,,,,,2022-11-28,2025-06-07
,User Property,initial_utm_medium,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2018-06-30,2025-06-07
,User Property,initial_utm_source,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2018-06-30,2025-06-07
,User Property,initial_utm_term,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2018-07-04,2025-06-07
IGNORE,User Property,initial_wbraid,,,UNEXPECTED,VISIBLE,FALSE,,,,,,,,,,,,,2022-10-05,2025-06-07
,User Property,interests,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2021-07-28,2021-08-10
,User Property,is bot,,boolean,,VISIBLE,FALSE,boolean,,,,,,,,,,,,2021-01-05,2025-06-07
,User Property,language,,string,,VISIBLE,FALSE,string,,,,,,,,,,,,2021-01-04,2025-06-07
,User Property,Language,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,,
,User Property,Last Campaign,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2018-12-24,2025-06-07
,User Property,Last Lead Source,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2018-12-24,2025-06-07
,User Property,Lead Account Name,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2018-12-19,2025-05-27
,User Property,Lead Company,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2018-12-19,2025-06-07
,User Property,Lead Customer Fit Score,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2018-12-19,2025-02-03
,User Property,Lead Customer Fit Segment,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2018-12-19,2025-02-03
,User Property,Lead Id,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2019-03-27,2025-06-07
,User Property,Lead MadKudu Fit Score,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2018-12-24,2025-06-07
,User Property,Lead MadKudu Fit Segment,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2018-12-24,2025-06-07
,User Property,Lead Market Segment,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2018-12-19,2025-06-07
,User Property,Lead Name,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2018-12-19,2025-06-07
,User Property,Lead Owner Email,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2018-12-19,2025-06-07
,User Property,Lead Owner Name,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2018-12-19,2025-06-07
,User Property,Lead Region,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2018-12-19,2025-06-07
,User Property,Lead Source,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2018-12-24,2025-06-07
IGNORE,User Property,li_fat_id,,,UNEXPECTED,VISIBLE,FALSE,,,,,,,,,,,,,2023-05-23,2025-06-07
,User Property,madkudu - customer fit segment,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2019-03-28,2025-06-07
,User Property,MadKudu Lead Grade Score,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2019-01-29,2025-06-07
,User Property,MadKudu Lead Grade Segment,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2019-01-29,2025-06-07
,User Property,MadKudu Likelihood to Buy Score,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2019-01-29,2025-06-07
,User Property,MadKudu Likelihood to Buy Segment,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2019-01-29,2025-06-07
,User Property,madkudu_anonymous_customer_fit,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2019-03-01,2025-06-07
,User Property,madkudu_anonymous_customer_fit_parent_domain,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2019-03-14,2025-06-06
IGNORE,User Property,msclkid,,,UNEXPECTED,VISIBLE,FALSE,,,,,,,,,,,,,2022-10-12,2025-05-18
,User Property,number array prop example,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2021-10-05,2021-10-05
,User Property,number prop example,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2021-10-05,2021-10-05
,User Property,page title,,string,,VISIBLE,FALSE,string,,,,,,,,,,,,2021-01-04,2025-06-07
,User Property,Page Title,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,,
,User Property,partnerstack partner key,,string,,VISIBLE,FALSE,string,,,,,,,,,,,,2024-10-29,2025-06-07
,User Property,pixel density,,string,,VISIBLE,FALSE,string,,,,,,,,,,,,2021-01-04,2025-06-07
,User Property,Pixel Density,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,,
,User Property,Previous Contact Converted From Lead,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2019-05-21,2025-03-29
,User Property,Previous Current Lead Status,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2019-05-03,2025-06-07
,User Property,Previous Current Opportunity Name,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2019-05-06,2025-06-07
,User Property,Previous Current Opportunity Stage,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2019-05-04,2025-06-07
,User Property,Previous Last Campaign,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2019-05-03,2025-06-07
,User Property,Previous Last Lead Source,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2019-05-03,2025-06-07
,User Property,Previous Lead Company,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2019-05-03,2025-06-07
,User Property,Previous Lead MadKudu Fit Score,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2019-05-03,2025-06-07
,User Property,Previous Lead MadKudu Fit Segment,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2019-05-03,2025-06-07
,User Property,Previous Lead Market Segment,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2019-05-03,2025-06-06
,User Property,Previous Lead Region,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2019-05-03,2025-06-07
,User Property,Previous Lead Source,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2019-05-03,2025-06-07
,User Property,Previous MadKudu Lead Grade Score,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2019-05-04,2025-06-07
,User Property,Previous MadKudu Lead Grade Segment,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2019-05-04,2025-06-07
,User Property,Previous MadKudu Likelihood to Buy Score,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2019-05-04,2025-06-07
,User Property,Previous MadKudu Likelihood to Buy Segment,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2019-05-04,2025-06-07
,User Property,recaptcha v3 score,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2019-09-05,2025-06-07
,User Property,referrer,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2018-06-29,2025-06-07
,User Property,referring_domain,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2018-06-29,2025-06-07
,User Property,resolution height,,number,,VISIBLE,FALSE,number,,,,,,,,,,,,2019-07-11,2025-06-07
,User Property,resolution width,,number,,VISIBLE,FALSE,number,,,,,,,,,,,,2019-07-11,2025-06-07
IGNORE,User Property,rtd_cid,,,UNEXPECTED,VISIBLE,FALSE,,,,,,,,,,,,,2024-11-03,2025-01-29
,User Property,Salesforce Object Type,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2018-12-24,2025-06-07
,User Property,string array prop example,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2021-10-05,2021-10-05
,User Property,string prop example,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2021-10-05,2021-10-05
,User Property,Task Account Name,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2019-05-03,2025-06-07
,User Property,timezone,,string,,VISIBLE,FALSE,string,,,,,,,,,,,,2021-01-04,2025-06-07
,User Property,Timezone,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,,
,User Property,timezone offset,,string,,VISIBLE,FALSE,string,,,,,,,,,,,,2021-01-04,2025-06-07
,User Property,Timezone Offset,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,,
,User Property,traffic source,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2021-01-04,2025-06-07
IGNORE,User Property,ttclid,,,UNEXPECTED,VISIBLE,FALSE,,,,,,,,,,,,,2024-03-31,2025-05-20
IGNORE,User Property,twclid,,,UNEXPECTED,VISIBLE,FALSE,,,,,,,,,,,,,2023-03-03,2025-05-19
,User Property,user_prop1,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,,
,User Property,utm_campaign,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2018-06-30,2025-06-07
,User Property,utm_content,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2018-07-04,2025-06-07
,User Property,utm_id,,string,,VISIBLE,FALSE,string,,,,,,,,,,,,2022-11-30,2025-06-07
,User Property,utm_medium,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2018-06-30,2025-06-07
,User Property,utm_source,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2018-06-30,2025-06-07
,User Property,utm_term,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,2018-07-04,2025-06-07
,User Property,viewed_contact_sales,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,,
,User Property,viewed_pricing,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,,
,User Property,viewed_pricing_page,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,,
,User Property,viewport height,,number,,VISIBLE,FALSE,number,,,,,,,,,,,,2021-01-04,2025-06-07
,User Property,Viewport Height,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,,
,User Property,viewport width,,number,,VISIBLE,FALSE,number,,,,,,,,,,,,2021-01-04,2025-06-07
,User Property,Viewport Width,,any,,VISIBLE,FALSE,any,,,,,,,,,,,,,
IGNORE,User Property,wbraid,,,UNEXPECTED,VISIBLE,FALSE,,,,,,,,,,,,,2022-10-14,2025-06-06
